bloaz,pH_KCl,KA,Ossz_so,CaCO3,Humusz,NO3_N,P2O5,K2O,Mg,Na,Zn,Cu,Mn,SO4,pH_KCl_range,KA_range,Ossz_so_range,CaCO3_range,Humusz_range,NO3_N_range,P2O5_range,K2O_range,Mg_range,Na_range,Zn_range,Cu_range,Mn_range,SO4_range
E759DR15,7.3,48,0.03,1.2,2,36.7,2178,931.7,229.7,36.4,1.5,2.6,33.3,5,50%-75%,50%-75%,50%-75%,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,Low-range,Low-range
H27JP915,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
K2XL8L12,7.6,38,0.03,8.9,2.5,35.8,119.1,218.9,162.1,51.8,0.8,1.3,27.7,14.1,Upper-range,Low-range,50%-75%,Upper-range,50%-75%,Upper-range,25%-50%,50%-75%,25%-50%,Upper-range,Low-range,Low-range,Low-range,Upper-range
U0X84D14,7.02,50,0.08,0.1,3.46,26.3,111,350.17,360.2,34.68,1.762,3.09,385.5,5,50%-75%,Upper-range,Upper-range,Low-range,Upper-range,Upper-range,25%-50%,Upper-range,50%-75%,50%-75%,Upper-range,50%-75%,Upper-range,Low-range
L29ARA15,4.89,61.2,0.03,0.2,4.28599132723781,8.7009062908084,141.123584289469,293.231792,1061.5,42.464,5.0402,11.3842,53.1798,8.6,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Low-range,25%-50%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range
H954P215,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
T04PEA15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
L7YQQK15,4.89,61.2,0.03,0.2,4.28599132723781,8.7009062908084,141.123584289469,293.231792,1061.5,42.464,5.0402,11.3842,53.1798,8.6,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Low-range,25%-50%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range
E46N5U15,5.99,62,0.11,0.1,3.0325,5.45,16.46,355.72,1058,151,1.385,6.08,79.96,5,25%-50%,Upper-range,Upper-range,Low-range,Upper-range,Low-range,Low-range,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,25%-50%,Low-range
L0KQRX15,4.89,61.2,0.03,0.2,4.28599132723781,8.7009062908084,141.123584289469,293.231792,1061.5,42.464,5.0402,11.3842,53.1798,8.6,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Low-range,25%-50%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range
K1DP7312,7.6,38,0.03,8.9,2.5,35.8,119.1,218.9,162.1,51.8,0.8,1.3,27.7,14.1,Upper-range,Low-range,50%-75%,Upper-range,50%-75%,Upper-range,25%-50%,50%-75%,25%-50%,Upper-range,Low-range,Low-range,Low-range,Upper-range
L6DXQ515,4.89,61.2,0.03,0.2,4.28599132723781,8.7009062908084,141.123584289469,293.231792,1061.5,42.464,5.0402,11.3842,53.1798,8.6,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Low-range,25%-50%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range
J2LQPU13,7.4,41,0.02,2.4,2.3,19.1,644.5,467.8,151.9,41.9,4.9,1.4,9.7,5,Upper-range,25%-50%,Low-range,50%-75%,50%-75%,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,Upper-range,Low-range,Low-range,Low-range
L05QQH15,4.89,61.2,0.03,0.2,4.28599132723781,8.7009062908084,141.123584289469,293.231792,1061.5,42.464,5.0402,11.3842,53.1798,8.6,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Low-range,25%-50%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range
H9HXM515,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
H9K4MD15,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
X6CJ2812,7.2,40,0.03,2.5,2.1,17,119,179.305635041164,358.1375,48.1810107105747,0.834,2.2074,31.998,5,50%-75%,Low-range,50%-75%,50%-75%,50%-75%,50%-75%,25%-50%,25%-50%,50%-75%,Upper-range,Low-range,25%-50%,Low-range,Low-range
F0AR0T15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
L0PC1X15,7.3,40,0.02,1.4,2,35.5,137.7,180.2,109.4,19.2,1,2.7,53.4,5,50%-75%,Low-range,Low-range,50%-75%,25%-50%,Upper-range,25%-50%,25%-50%,Low-range,Low-range,Low-range,50%-75%,25%-50%,Low-range
T0M3E715,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
H03XPH15,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
Q890R813,7.5,43,0.02,1.3,3,15,537.24062097,524.640592,234.15,47.80182,1.2252,1.1702,37.7266,5,Upper-range,25%-50%,Low-range,50%-75%,Upper-range,25%-50%,Upper-range,Upper-range,25%-50%,Upper-range,25%-50%,Low-range,25%-50%,Low-range
Q8P0RN13,7.5,43,0.02,1.3,3,15,537.24062097,524.640592,234.15,47.80182,1.2252,1.1702,37.7266,5,Upper-range,25%-50%,Low-range,50%-75%,Upper-range,25%-50%,Upper-range,Upper-range,25%-50%,Upper-range,25%-50%,Low-range,25%-50%,Low-range
F44QYP15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
QC46D113,7.5,43,0.02,1.3,3,15,537.24062097,524.640592,234.15,47.80182,1.2252,1.1702,37.7266,5,Upper-range,25%-50%,Low-range,50%-75%,Upper-range,25%-50%,Upper-range,Upper-range,25%-50%,Upper-range,25%-50%,Low-range,25%-50%,Low-range
Q2KDKJ13,7.5,40,0.02,12.9,1.7,20.8,217.7,171,116.7,15.5,0.6,1.2,8.5,5,Upper-range,Low-range,Low-range,Upper-range,25%-50%,50%-75%,50%-75%,25%-50%,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range
F7XMTC15,4.8,45,0.02,0.2,2.7,23.4,61.5,359.3,399.5,16.3,2.2,6.3,194.8,7.9,Low-range,25%-50%,Low-range,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Upper-range,Low-range,Upper-range,Upper-range,Upper-range,Upper-range
TM8C9M15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
FK282N15,5.2,52,0.02,0.2,1.9,15,48.2,163,455.4,25.6,3.1,6.6,238,5,Low-range,Upper-range,Low-range,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Upper-range,25%-50%,Upper-range,Upper-range,Upper-range,Low-range
LDTU0W15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
TFYVV915,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
L6QDX515,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
LJN1KN15,7.6,38,0.02,2.2,1.4,6.2,262.2,193.8,535,68.1,0.9,1.6,36.8,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,Upper-range,25%-50%,Upper-range,Upper-range,Low-range,Low-range,25%-50%,Low-range
T3JNN215,6.84,40,0.04,1,2.34,15.9,95,250,115,18.1,1.4,3.6,36,12.8,25%-50%,Low-range,Upper-range,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%,Low-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range
H36AN215,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
JJCD4513,7.6,39,0.02,0.9,1.8,7.4,133.6,384.4,305.7,22.7,1.6,1.9,45.3,5,Upper-range,Low-range,Low-range,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,50%-75%,Low-range,50%-75%,25%-50%,25%-50%,Low-range
K698EW12,7.2,59,0.03,14.8,2.3,22.8,383.9,260.4,335.5,46.5,1.7,5,19.7,5,50%-75%,Upper-range,50%-75%,Upper-range,50%-75%,50%-75%,Upper-range,50%-75%,50%-75%,Upper-range,50%-75%,Upper-range,Low-range,Low-range
L8F10L15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
TFCRMA15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
E6X3FD15,5.3,68,0.04,0.2,1.9,13.1,93,257.3,1212.8,89.7,4.5,12.9,114.3,5,Low-range,Upper-range,Upper-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,Upper-range,Upper-range,Upper-range,Upper-range,50%-75%,Low-range
LH92H715,7.4,40,0.03,1.2,1.9,33.8,295.2,324.6,209,30.7,1.1,1.4,32.3,5,Upper-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,25%-50%,50%-75%,25%-50%,Low-range,Low-range,Low-range
D53NN613,7.3,40,0.02,4.4,1.9,17.9,147.5,179.8,130.1,15.2,0.6,1.4,29.5,5,50%-75%,Low-range,Low-range,Upper-range,25%-50%,50%-75%,50%-75%,25%-50%,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range
L1V14W15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
UHJ7KV13,7.4,48,0.03,2.5,3.1,18.7,275.7,587,358,49.7,1,1.9,19.4,5,Upper-range,50%-75%,50%-75%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,50%-75%,Upper-range,Low-range,25%-50%,Low-range,Low-range
TFWFVT15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
TM739A15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
LHCM3F15,6.7,43,0.03,0.2,2.4,29.8,40.6,189.6,291.8,19,0.9,3.3,414.7,5,25%-50%,25%-50%,50%-75%,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
T3PH8M15,6.84,40,0.04,1,2.34,15.9,95,250,115,18.1,1.4,3.6,36,12.8,25%-50%,Low-range,Upper-range,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%,Low-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range
H90AET15,6.86,58,0.09,1,2.93,20,132,589,451,24.6,2.1,2.4,224,17.5,25%-50%,Upper-range,Upper-range,50%-75%,Upper-range,50%-75%,25%-50%,Upper-range,Upper-range,25%-50%,Upper-range,25%-50%,Upper-range,Upper-range
N96VKT13,7.6,33,0.02,0.5,1.2,4.3,121.96735611,347.06504,86.275,41.255284,1.0138,1.6826,61.692,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,25%-50%,Upper-range,Low-range,50%-75%,25%-50%,Low-range,25%-50%,Low-range
L1QDXY15,7.4,31,0.02,0.7,0.9,4.3,123.7,232.136016,201.785,36.71076,1.3074,1.5666,57.592,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,25%-50%,50%-75%,25%-50%,50%-75%,50%-75%,Low-range,25%-50%,Low-range
EAX3NQ15,5.4,64,0.05,0.2,2,16.2,123.4,281.5,1261.9,83.2,2,21.7,124.8,5,Low-range,Upper-range,Upper-range,Low-range,25%-50%,50%-75%,25%-50%,50%-75%,Upper-range,Upper-range,Upper-range,Upper-range,50%-75%,Low-range
CJ602A13,4.9,38,0.02,0.2,1.1,21.6,62.9,263.7,154.9,49.5,1.1,2.3,195.6,12.8,Low-range,Low-range,Low-range,Low-range,Low-range,50%-75%,Low-range,50%-75%,25%-50%,Upper-range,25%-50%,25%-50%,Upper-range,Upper-range
TTN9C715,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
L41VPL15,6.6,48,0.02,0.2,1.8,3.2,46.3,270.3,315.8,31.2,1,5.3,198.1,5,25%-50%,50%-75%,Low-range,Low-range,25%-50%,Low-range,Low-range,50%-75%,50%-75%,50%-75%,Low-range,Upper-range,Upper-range,Low-range
L521KN15,7.6,38,0.02,2.2,1.4,6.2,262.2,193.8,535,68.1,0.9,1.6,36.8,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,Upper-range,25%-50%,Upper-range,Upper-range,Low-range,Low-range,25%-50%,Low-range
X9FYYU12,7.2,45,0.04,1.5,1.4,15.5,91.5,250.5,184.7,47.8,0.7,3.8,42,30.3,50%-75%,25%-50%,Upper-range,50%-75%,Low-range,50%-75%,25%-50%,50%-75%,25%-50%,Upper-range,Low-range,Upper-range,25%-50%,Upper-range
LCW2EM15,7.4,40,0.03,1.2,1.9,33.8,295.2,324.6,209,30.7,1.1,1.4,32.3,5,Upper-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,25%-50%,50%-75%,25%-50%,Low-range,Low-range,Low-range
L8370E15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
J42UE613,7.6,43,0.03,0.7,2.2,23.8,99.2,249,127.9,39.1,1.2,1.6,45,29.7,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,Upper-range,25%-50%,50%-75%,Low-range,50%-75%,25%-50%,Low-range,25%-50%,Upper-range
N0LQ9H13,7.5,44,0.02,3.4,2.3,7.9,267.7,261.79776,61.11,20.162812,2.3718,1.0482,6.6614,5,Upper-range,25%-50%,Low-range,Upper-range,50%-75%,Low-range,Upper-range,50%-75%,Low-range,Low-range,Upper-range,Low-range,Low-range,Low-range
T8U53E15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
L3CF9315,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
LD4E0T15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
TNE2W515,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
FJ9ERR15,5.5,52,0.06,0.2,1.7,55.3,340.4,298.2,518.4,26.5,4.7,5.8,278,20.8,Low-range,Upper-range,Upper-range,Low-range,25%-50%,Upper-range,Upper-range,50%-75%,Upper-range,25%-50%,Upper-range,Upper-range,Upper-range,Upper-range
CM602E13,4.9,38,0.02,0.2,1.1,21.6,62.9,263.7,154.9,49.5,1.1,2.3,195.6,12.8,Low-range,Low-range,Low-range,Low-range,Low-range,50%-75%,Low-range,50%-75%,25%-50%,Upper-range,25%-50%,25%-50%,Upper-range,Upper-range
KJLUXN12,7.7,51,0.02,17.9,1.8,19.9,290.9,377.3,351.8,78.1,2,3,16.5,18,Upper-range,Upper-range,Low-range,Upper-range,25%-50%,50%-75%,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,50%-75%,Low-range,Upper-range
TMQKPQ15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
H9VL0J15,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
T33KHA15,6.5,45,0.02,0.2,2,12.6,98.1,280.1,228,16.2,1.3,3.9,426.1,5,25%-50%,25%-50%,Low-range,Low-range,25%-50%,25%-50%,25%-50%,50%-75%,25%-50%,Low-range,25%-50%,Upper-range,Upper-range,Low-range
L8N4RP15,4.89,61.2,0.03,0.2,4.28599132723781,8.7009062908084,141.123584289469,293.231792,1061.5,42.464,5.0402,11.3842,53.1798,8.6,Low-range,Upper-range,50%-75%,Low-range,Upper-range,Low-range,25%-50%,50%-75%,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range
HD192J15,7.21,49,0.05,5.06,3.41,11.12,296,354.27,249.7,59.11,2.573,2.446,40.09,6.975,50%-75%,Upper-range,Upper-range,Upper-range,Upper-range,Low-range,Upper-range,Upper-range,25%-50%,Upper-range,Upper-range,50%-75%,25%-50%,50%-75%
TH4K7H15,6.84,40,0.04,1,2.34,15.9,95,250,115,18.1,1.4,3.6,36,12.8,25%-50%,Low-range,Upper-range,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%,Low-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range
LD97C515,7.4,40,0.03,1.2,1.9,33.8,295.2,324.6,209,30.7,1.1,1.4,32.3,5,Upper-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,25%-50%,50%-75%,25%-50%,Low-range,Low-range,Low-range
H454PV15,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
UJLMKE14,6.9,52,0.04,0.2,2.6,12.7,268.6,419.4,457.4,42.6,1.4,2.6,145.1,8.8,25%-50%,Upper-range,Upper-range,Low-range,Upper-range,25%-50%,Upper-range,Upper-range,Upper-range,Upper-range,50%-75%,50%-75%,50%-75%,Upper-range
LD81CW15,7.4,40,0.03,1.2,1.9,33.8,295.2,324.6,209,30.7,1.1,1.4,32.3,5,Upper-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,25%-50%,50%-75%,25%-50%,Low-range,Low-range,Low-range
YF8MAU12,7.2,25,0.02,0.6,0.9,18.4,140.9,140.594765400574,55.01625,25.9726380466007,1.581,1.7114,52.996,5,50%-75%,Low-range,Low-range,50%-75%,Low-range,50%-75%,25%-50%,Low-range,Low-range,25%-50%,50%-75%,25%-50%,25%-50%,Low-range
LHJE8L15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
EJ59WL15,6,56,0.04,0.2,2.3,10.8,44.9,263.4,1083,60.8,2.4,10.6,126,10.2,25%-50%,Upper-range,Upper-range,Low-range,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range
L5970J15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
LD5FFC15,7.6,38,0.02,2.2,1.4,6.2,262.2,193.8,535,68.1,0.9,1.6,36.8,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,Upper-range,25%-50%,Upper-range,Upper-range,Low-range,Low-range,25%-50%,Low-range
LHH7KN15,7.6,38,0.02,2.2,1.4,6.2,262.2,193.8,535,68.1,0.9,1.6,36.8,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,Upper-range,25%-50%,Upper-range,Upper-range,Low-range,Low-range,25%-50%,Low-range
M0QHUX14,6.9,48,0.06,3.6,1.8,42.6,236.2,235.4,300.4,86.1,0.7,1.1,18.2,11.6,25%-50%,50%-75%,Upper-range,Upper-range,25%-50%,Upper-range,50%-75%,50%-75%,50%-75%,Upper-range,Low-range,Low-range,Low-range,Upper-range
TJ3CNQ15,6.84,40,0.04,1,2.34,15.9,95,250,115,18.1,1.4,3.6,36,12.8,25%-50%,Low-range,Upper-range,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%,Low-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range
L1XE8J15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
L7V10Y15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
U8W23D14,6.63,60,0.085,0.1,3.37,24.5,57.95,384.64,445.2,40.64,1.593,4.838,441.6,5,25%-50%,Upper-range,Upper-range,Low-range,Upper-range,Upper-range,Low-range,Upper-range,Upper-range,50%-75%,50%-75%,Upper-range,Upper-range,Low-range
LV20LD15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
CT8N2C13,4.3,42,0.02,0.2,1,8.3,110.7,154.4,291.3,24.5,0.6,3.1,212,5,Low-range,25%-50%,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,50%-75%,25%-50%,Low-range,50%-75%,Upper-range,Low-range
TPKRUY15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
L0CM0U15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
HVNL4215,7.23,46,0.06,2.96,3.26,16.01,284,390.42,196.7,38.25,1.651,2.927,46.52,6.775,50%-75%,25%-50%,Upper-range,Upper-range,Upper-range,50%-75%,Upper-range,Upper-range,25%-50%,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%
LK7DPR15,4.8,28,0.02,0.2,0.5,2,47.8,192.90488,49.595,23.823078,1.0398,0.7428,48.584,5,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,Low-range,25%-50%,Low-range,25%-50%,25%-50%,Low-range,25%-50%,Low-range
T3138J15,6.84,40,0.04,1,2.34,15.9,95,250,115,18.1,1.4,3.6,36,12.8,25%-50%,Low-range,Upper-range,50%-75%,50%-75%,50%-75%,25%-50%,50%-75%,Low-range,Low-range,50%-75%,50%-75%,25%-50%,Upper-range
L2H70M15,6.5,44,0.02,0.2,2.5,31.7,39.5,216.9,300.6,17.9,0.8,3.7,420.7,5,25%-50%,25%-50%,Low-range,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
L9810E15,6.7,43,0.03,0.2,2.4,29.8,40.6,189.6,291.8,19,0.9,3.3,414.7,5,25%-50%,25%-50%,50%-75%,Low-range,50%-75%,Upper-range,Low-range,25%-50%,50%-75%,Low-range,Low-range,50%-75%,Upper-range,Low-range
L81VEF15,7.6,38,0.02,2.2,1.4,6.2,262.2,193.8,535,68.1,0.9,1.6,36.8,5,Upper-range,Low-range,Low-range,50%-75%,Low-range,Low-range,Upper-range,25%-50%,Upper-range,Upper-range,Low-range,Low-range,25%-50%,Low-range
